Building Name,Address,Broker,Broker Phone
422 & 426 E CITRUS AVE,"426 Citrus Ave, Eustis, FL, 32726",Joel Bornstein,407-252-8092
WEST END PARK AMD PL,"1376 NW 35th St, Miami, FL, 33142",Tania Plasencia,786-554-8506
SANTA CLARA SUB,"1054 NW 29th St, Miami, FL, 33127",William Morales,954-614-4737
SHADOWLAWN,"4727 NE 1st Ct, Miami, FL, 33137",Sabrina Sajous,305-431-7202
LAWRENCE ESTATE LAND CO,"1068 NW 5th St, Miami, FL, 33128",Maria Dolores Marianeschi,305-733-8184
Updated 4 Plex In West Coral Springs,"11350 NW 39th St, Coral Springs, FL, 33065",Carlos Montoya,954-234-7653
LINCOLN SUB,"1534 Euclid Ave, Miami Beach, FL, 33139",Michael Porat,305-587-6179
Old Town - Unrecord,"827 Baptist Ln 1 and 2, Key West, FL, 33040",Sean Farrer,305-296-7727
131 NW 8th St,"131 NW 8th St, Homestead, FL, 33030",Gregory Collins,786-208-9901
SYLVANMERE,"2945-2947 SW 27th Ter, Miami, FL, 33133",Ana Patricia Mangones,786-999-2778
CARVER RANCHES,"5018 Pembroke Rd, West Park, FL, 33021",Carlos Rivera,954-663-5775
2513 NW 19th St,"2513 NW 19th St, Fort Lauderdale, FL, 33311",Serge Saintil,305-890-8234
61-65,"61 W 13th St, Hialeah, FL, 33010",Roberto Gonzalez,305-793-6430
Pristine Waterfront Property,"7186 SW Quiet River Ct, Stuart, FL, 34997",Vince La Mariana,813-956-5150
OK CONDO,"2242 S Jackson St, Hollywood, FL, 33020",Tatiana Beltran,305-216-1167
BAYSHORE A,"5900 NE 4th Ct, Miami, FL, 33137",Aaron Smith,305-998-9122
CORAL RIDGE ISLES,"5861 NE 18th Ave, Fort Lauderdale, FL, 33334",Alex Lizama,305-409-3045
Gulfport Quadruplex for Sale,"5115 28th Ave. S., Gulfport, FL, 33707",Tom Steck,727-641-7771
4404 West Park,"4404 SW 22nd St, West Park, FL, 33023",Joshua Kaufman,305-989-6686
Willow Oak Court Apartments,"2602 Willow Oak Ct, Panama City, FL, 32408",Nick Hull,239-329-7322
Edgewood Condominium,"22775 SW 66th Ave, Boca Raton, FL, 33428",Joshua Kaufman,305-989-6686
IDLEWILD PARK,"1800 SW 3rd St, Miami, FL, 33135",Ambarina Montero,786-521-2750
337 SW 10th Ave,"337 SW 10th Ave, Miami, FL, 33130",Ambarina Montero,786-521-2750
2557 CHAFFEE Road S,"2557 CHAFFEE Road S, Jacksonville, FL, 32221",Emanuel Shllaku,No Phone Number Available
BON AIRE,"1126 NW 28, Miami, FL, 33127",Margaret Bazbaz Mizrahi,786-714-7457
SHADOWLAWN,"19 NE 48th St, Miami, FL, 33137",Katherine Brochin,443-470-2766
CORAL RIDGE GALT,"2756 NE 32nd St, Fort Lauderdale, FL, 33306",Erika Leiba,561-289-8400
553597 US HIGHWAY 1,"553597 US HIGHWAY 1, Hilliard, FL, 32046",Daniel Colombo,407-489-9070
OCEAN BLVD ESTATES SEC A,"18825 Atlantic Blvd, Sunny Isles Beach, FL, 33160",Oswaldo Vega,305-332-8854
Roland 2,"1533 SW 3rd St, Miami, FL, 33135",Norberto Nurquez,786-355-6087
Eldorado,"646 Eldorado, Fort Pierce, FL, 34949",Cameron Post,772-320-5266
BISCAYNE GDNS SEC C,"66-70 NE 162 Street, Miami, FL, 33162",Mohammed Chraibi,305-850-4624
201 Pierce Avenue,"201 Pierce Avenue, Cape Canaveral, FL, 32920",Paige Lane,321-626-0889
BISCAYNE BCH SUB,"903 80th St, Miami Beach, FL, 33141",Yasmin Zamora Suarez,407-437-5628
NEAR HARD ROCK CASINO - 8.0% Pro Forma CAP,"7390 NW 38th St, Hollywood, FL, 33024",Harvey Cohen,917-748-2122
519 NW 10th Ave,"519 NW 10th Ave, Miami, FL, 33136",Sharda Kunath,305-490-3730
LAWRENCE ESTATE EAST ADDN,"519 NW 10th Ave, Miami, FL, 33136",Sharda Kunath,305-490-3730
REDLANDS,"16020 SW 208th Ave, Miami, FL, 33187",Romulo Matamoros,754-244-0534
LAWRENCE ESTATE LAND COS,"1262 SW 2nd St, Miami, FL, 33135",Stephanie Ventresca,786-461-3426
2302 Taylor St,"2302 Taylor St, Hollywood, FL, 33020",Elior Levi,954-743-7594
7640 Harding Ave,"7640 Harding Ave, Miami Beach, FL, 33141",Samantha Scalzo,954-663-1310
WOODMERE SUB,"1190 NW 67th St, Miami, FL, 33150",Christina Mosquera,305-778-1880
262 ROYAL PALM DR,"262 Royal Palm Dr, Kissimmee, FL, 34743",Ernesto Javier Font,407-234-4228
BAY VISTA PARK AMD PL,"536 NW 42nd St, Miami, FL, 33127",Maria Alfonzo,305-904-0410
3562 N Ocean Blvd,"3562 N Ocean Blvd, Fort Lauderdale, FL, 33308",Cindy Gorsica,954-347-7913
LAKE WORTH TOWN OF,"605 S J St, Lake Worth, FL, 33460",Eric Amsallem,786-985-1374
log cabin & aircond hangar on almost 4 acres of AG-2 in SWFL,"3040 Trail Dairy CIR, North Fort Myers, FL, 33917",Natalie Sablina,239-227-9084
BRYANDALE,"2145 SW 7th St, Miami, FL, 33135",Aranzazu Gil Sumalla,786-448-8977
The Azur Resort,"7530 Osceola Polk Line Rd. Davenport, FL, Davenport, FL, 33896","Elias G. Patsalos, CCIM",305-804-9154
Toy Town Suite C43,"260 Crandon Blvd C43, Key Biscayne, FL, 33149",Thania Vernon,305-582-3761
SHENANDOAH,"1678 SW 11th St, Miami, FL, 33135",Cindy Rodriguez,305-439-3001
Hawthorne Place,"1434 Hawthorne Pl, Wellington, FL, 33414",Joy Harrington,561-236-0929
LAWRENCE ESTATE LAND CO,"142 NW 10th Ave, Miami, FL, 33128",yaylrm mir,No Phone Number Available
815 39th St,"815 39th St, Miami Beach, FL, 33140",Neal Deputy,305-467-4026
6511 SAN JUAN Avenue,"6511 SAN JUAN Avenue, Jacksonville, FL, 32210",MIKE PELLICER,No Phone Number Available
ALTON BEACH BAY FRONT RE-,"1311 15th Ter, Miami Beach, FL, 33139",Roberto Cuneo,786-597-4443
603 FRONT Street,"603 FRONT Street, WELAKA, FL, 32193",MAZIE REGAN,No Phone Number Available
Haines Creek Cottages,"11325 Ocklawaha Dr, Leesburg, FL, 34788",Jonathan Martin,407-443-5491
Multi Family Hallandale,"101 SW 4th Ave, Hallandale Beach, FL, 33009",Benjamin Malayev,347-551-9919
55 Merrick Way # 14,"55 Merrick Way # 14, Coral Gables, FL, 33134",Oscar Mendez,305-898-3526
RAILWAY SHOPS ADDN 2ND AM,"5204 N Miami Ave, Miami, FL, 33127",Hilal Borque,305-699-3073
HOLLYWOOD PINES ESTATES,"326 NE 6th St, Hallandale Beach, FL, 33009",Elior Levi,954-743-7594
"Sombrero Properties, The","308 Sombrero Beach Rd, Other City - In The State Of Florida, FL, 33050",Jenine Garcia,305-720-9131
KENWOOD SUB,"1865 NW 16th St, Miami, FL, 33125",Erica Mizrahi,305-761-1612
ISLE OF NORMANDY MIAMI VI,"1797 Marseille Dr, Miami Beach, FL, 33141",jake Shevlin,305-915-1322
Boynton Villas,"134 Boynton Blvd, Daytona Beach, FL, 32118",Michael Baxter,386-999-1762
COLEE HAMMOCK,"1213 SE 1st St, Fort Lauderdale, FL, 33301",Sandra Panesso,561-929-3722
ARCH CREEKS ESTATES,"1790 NE 149, North Miami, FL, 33181",Damian Nusynkier,786-553-7228
THE TROPICS AMD,"2925 NW 93rd St, Miami, FL, 33147",Mariam Paez,786-397-5634
999 Malabar Road NW,"999 Malabar Road NW, Palm Bay, FL, 32907",Jonas Philistin,No Phone Number Available
1203 N 17th Ct,"1203 N 17th Ct, Hollywood, FL, 33020",Elior Levi,954-743-7594
Lake Berkley 7 Townhome units portfolio,"1002 Park Club Dr, Kissimmee, FL, 34746",Richard Canelon,407-341-4035
Arbor Lake Townhomes: Phase II,"N Pearl St, Crestview, FL, 32536",Dennis Fortenberry,850-428-3688
BOWLING GREEN EXTENSION,"1076 NW 55th St, Miami, FL, 33127",Keith Gordon,No Phone Number Available
MIAMI GATEWAY REVISED,"1140 SW 76th Ct, Miami, FL, 33144",Nora Morales,786-200-0029
"1853 Service RdNorth Palm Beach, FL 33408","1853 Service Rd, North Palm Beach, FL, 33408",Mustafa Gaffar,954-548-8094
400 Sunny Isles Blvd # 3,"400 Sunny Isles Blvd # 3, Sunny Isles Beach, FL, 33160",Marina Zaslavskaya,305-613-1959
ORCHARD VILLA EXTENSION,"1286 NW 59th St, Miami, FL, 33142",Juan Cortes,786-329-5503
THE PINES,"3171 SW 26th St, Miami, FL, 33133",Christian Leeming,786-619-6627
2541,"2541 W 1st Ave, Hialeah, FL, 33010",Ernesto Echauri,305-389-7483
UNIQUE DEVELOPMENT OPPORTUNITY,"1946 Madison St, Hollywood, FL, 33020",Fabiana Moussegne,954-882-3985
N/a,"621 Joel Blv, Lehigh Acres, FL, 33936",Rae Rodriguez,305-598-5488
14437 Starkey Road,"14437 Starkey Road, Delray Beach, FL, 33446",Denise Leyendecker,561-371-4228
WEST SHORE CREST,"539 NE 82nd Ter, Miami, FL, 33138",Elior Levi,954-743-7594
CORAL GABLES BILTMORE SEC,"414 Valencia Ave, Coral Gables, FL, 33134",Barby Ganesh,786-393-1523
SHADOWLAWN EXTENSION SUB,"11 NW 47th Ter, Miami, FL, 33127",Alex ilic,312-933-7055
Sailboat Bend Flats,"729 SW 2nd Ct, Fort Lauderdale, FL, 33312",Elior Levi,954-743-7594
CITRUS PARK,"2928 SW 10th St, Miami, FL, 33135",Ambarina Montero,786-521-2750
Trinity Villas,"278 NE Trinity Pl, Lake City, FL, 32055",Edgar Thurmond,352-213-2413
5721 S. Texas Ave,"5721 S Texas Ave, Orlando, FL, 32839",James Clark,407-575-7011
GARDEN SUB AMD PL,"836 W 40th St, Miami Beach, FL, 33140",Shlomo Rafaelov,214-454-3395
Four adjacent duplexes,"123 confide, Tampa, FL, 33612",Tariq Muhammad,813-526-0112
6035 E Hwy 98 Bus,"6035 E Hwy 98 Bus, Panama City, FL, 32404",Dennis Dunnigan,850-258-3880
BUENA VISTA GARDENS,"5428 NW 3rd Ave, Miami, FL, 33127",Marcela Ortiz,754-581-0137
The Flats at Osprey Circle,"3837 Osprey Cir, St. Augustine, FL, 32086",Bennett Harrell,352-420-9889
SHORECREST,"655 NE 80th St, Miami, FL, 33138",John Militana,No Phone Number Available
2154 NW 61st St,"2154 NW 61st St, Miami, FL, 33142",Ana Alaez,305-303-1177
PROSPECT GARDENS,"116 NW 41st St, Oakland Park, FL, 33309",Justin Singer,954-288-1986
EVERGLADE LAND SALES CO,"4728 SW 66th Ter, Davie, FL, 33314",Chantel Magrino,954-684-9197
ISLE OF NORMANDY MIAMI VI,"1910 and 1920 Biarritz Dr, Miami Beach, FL, 33141",Howard Chase,786-566-3505
WYND WOOD PARK,"241 NW 34th Ter, Miami, FL, 33127",Sherry Lebowitz,No Phone Number Available
2042 SW 4th St,"2042 SW 4th St, Miami, FL, 33135",Deni S. Alvarez,305-487-8487
HARDING TOWNSITE,"611 74th St, Miami Beach, FL, 33141",Anastasious Frankoulis,786-449-6455
Garden View / 520,"520 Orton Ave # 403, Fort Lauderdale, FL, 33304",Samuel Fugina,954-735-7791
3070-3072 Ocean Shore Boulevard,"3070-3072 Ocean Shore Boulevard, Ormond Beach, FL, 32176",Elaine Kogut,No Phone Number Available
WYND WOOD PARK,"270 NW 34th Ter, Miami, FL, 33127",Sherry Lebowitz,No Phone Number Available
TRIPLEX INVESTMENT MINS AWAY FROM BRICKELL & BEACH,"1721 SW 11th Terrace, Miami, FL, 33135",Roxy Hernàndez,561-825-8262
105 NW 31st St,"105 NW 31st St, Miami, FL, 33127",Christian Noffra,786-326-8855
Wynballs,"2041 NW 1st Ave, Miami, FL, 33127",Alexa Martinez,305-305-3135
"PRIME DEVELOPMENT OPPORTUNITY IN ORLANDO, Conroy Windermere","7775 Conroy Windermere Rd, Orlando, FL, 32835",Chantal Gakwaya,407-446-0674
ELY,"1690-1692 S Ocean Blvd, Delray Beach, FL, 33483",Yara Muro,305-586-2066
Raymond James Stadium Duplexes,"3330 W Heiter St, Tampa, FL, 33607",Nidya Rojas,813-847-9025
KENDALL PLACE,"12101-12103 SW 93rd Street, Miami, FL, 33186",Mohammed Chraibi,305-850-4624
AMND MIAMI SUBURBAN ACRES,"2740 SW 23rd St, Miami, FL, 33145",Karen Ramirez,786-448-3708
HOLLYWOOD SOUTH SIDE ADD,"1927 Rodman St, Hollywood, FL, 33020",Ashley Valdez,754-276-7102
CORAL GROVES,"1704 S Le Jeune Rd, Coral Gables, FL, 33134",Sean Guim,786-236-0240
1200 Brickell Avenue # 860,"1200 Brickell Ave #860, Miami, FL, 33131",Rodrigo Gomez,305-794-2655
Terraces At Reunion A Rep,"7438 EXCITEMENT DR, Kissimmee, FL, 34747",Franz Pinzon,954-600-4900
2351 Thomas St,"2351 Thomas St, Hollywood, FL, 33020",Luis Riascos,954-683-2784
Little Havana Duplex,"3151 SW 4th St, Miami, FL, 33135",Rolando Garcia,305-987-6407
BISCAYNE BCH SUB,"795 84th St, Miami Beach, FL, 33141",Eli Jacoby,440-622-9740
ATLANTIC SHORES DIXIE HIG,"700 NE 6th St, Hallandale Beach, FL, 33009",Miguel Rodriguez,305-926-5821
IDLEWILD PARK,"154 SW 18th Ct, Miami, FL, 33135",Armando Viera,786-525-0401
300 S Orlando Avenue,"300 S Orlando Avenue, Cocoa Beach, FL, 32931",Michael Saracco,868823577
RAILWAY SHOPS ADDN 2ND AM,"36 NW 52nd St, Miami, FL, 33127",Ekaterina Molina,917-675-9832
Safari Mini Golf,"455 9th St, Vero Beach, FL, 32960",Luchian Bercea,321-361-6940
BILTMORE SUB,"2 NE 45th St, Miami, FL, 33137",Lucia Hermoso,No Phone Number Available
Belle Haven,"601 Quay Commons, Sarasota, FL, 34236","Lee Delieto Jr., P.A.",941-957-3730
MIMO,"515 NE 63rd St, Miami, FL, 33138",Alejandro Tabosky,954-410-3646
CORAL GABLES CRAFTS SEC,"337 Santander Ave, Coral Gables, FL, 33134",Arturo Garcia-Lavin,305-588-0460
HARDING TOWNSITE,"7320 Carlyle Ave, Miami Beach, FL, 33141",Monica Villalva,786-599-6655
BISCAYNE BEACH-2ND ADDN,"820 86th St, Miami Beach, FL, 33141",Julian Acosta,786-473-2565
FIRST WESTMORELAND ADDN,"1016 SW 12th Ave, Miami, FL, 33130",Pieranyelis Villalobos,786-477-9650
ACME GULFAIR,"9748 NW 26th Ave, Miami, FL, 33147",Yuniel Molina,786-269-6557
EAST 10TH AVENUE,"4384-4400 E 10th Ave, Hialeah, FL, 33013",Annemarie Daruna,305-213-9788
PROGRESSO,"640 NW 10th Ter, Fort Lauderdale, FL, 33311",Nicole Faur,No Phone Number Available
217 Ocean Dr,"3800 S Ocean Dr # 217, Hollywood, FL, 33019",Daniel Pimas,786-425-3185
BON AIRE,"1121 NW 25th St, Miami, FL, 33127",Joao Barbosa,305-904-6929
22ND AVE HEIGHTS,"2271/2273 NW 66th St, Miami, FL, 33147",Vonshari Hoardes,561-654-7007
4407 Millwood Rd,"4407 Millwood Rd, Spring Hill, FL, 34608",Ed Roberts,305-773-5617
FAIRMONT PARK,"2273 SW 5 St, Miami, FL, 33135",Faycal Bennouna Zhar,305-794-0483
BON AIRE,"1052 NW 27th St, Miami, FL, 33127",Alejandro Yilo,954-305-1112
Murano Plaza,"127 Tampa Ave E, Venice, FL, 34285",Owen Kalis,937-239-9989
LAWNDALE 3RD ADDN,"1079 NW 112th Ter, Miami, FL, 33168",regina Guimaraes,954-681-7714
COMML LITTLE RIVER,"7520 NE 3rd Ct, Miami, FL, 33138",Enza Termini,954-682-0051
BISCAYNE GDNS SEC C,"71-73 NE 163 Street, Miami, FL, 33162",Mohammed Chraibi,305-850-4624
LAWRENCE ESTATES LAND COS,"1440 SW 4th St, Miami, FL, 33135",Veronika Fayed Delgado,305-833-4803
MAGIC CITY APARTMENTS,"6743 NW 2nd Ct, Miami, FL, 33150",Ian Lazaro Osorio,786-399-6569
FRANK ADD TO HOLLYWOOD,"1845 Dixieanna St, Hollywood, FL, 33020",Julio Brizuela,754-422-5327
GARVEY GARDENS,"2966 NW 26th St, Miami, FL, 33142",Anthony Gutierrez,786-502-7575
81 NW 41 St Buena Vista Opportunity,"81 NW 41st St, Miami, FL, 33127",Jorge L Ramirez,786-277-9863
Waterfront Multi-use on Fort Myers Beach,"1339 Santos Rd, Fort Myers Beach, FL, 33931",Jessica Titus,239-770-2256
WEST END PARK AMD PL,"1261 NW 27th St, Miami, FL, 33142",Maria Gomez,786-399-9998
HILLSBORO ISLES,"2431-2433 NE 20 ave, Lighthouse Point, FL, 33064",Lana Mihova,850-461-6787
TROPICAL TERRACE,"977 Miner Rd, Lake Worth, FL, 33462",Kenneth Best,404-229-0086
GARDEN SUB AMD PL,"830 W 40th St, Miami Beach, FL, 33140",Anastasious Frankoulis,786-449-6455
650 Eudlid Ave,"650 Euclid Ave, Miami Beach, FL, 33139",Xavier Sundblad,786-405-7204
600 Old Englewood Road,"600 Old Englewood Rd, Englewood, FL, 34223","Lee Delieto Jr., P.A.",941-957-3730
64 CARRERA Street,"64 CARRERA Street, St Augustine, FL, 32084",Lucia Fernandez,904-540-6843
WEST GATE ESTATES NORTHER,"3157 Cherokee Ave, West Palm Beach, FL, 33409",Horace Prince,954-240-8062
EVERGLADE LAND SALES CO,"880 SE 12th St, Fort Lauderdale, FL, 33316",Patricia Borges,305-423-5112
FORUM,"19790 W Dixie Hwy 1001 Hwy # 1001, Aventura, FL, 33180",Claudine Jorajuria,305-281-3594
SPRING GARDEN,"769 NW 10th St, Miami, FL, 33136",Thomas Bichi,305-608-6357
Commerce Portfolio - Key West Apartments,"241 S Commerce Ave, Sebring, FL, 33870",Tara Jefferies,863-632-3266
LUXURY RANCH ESTATE - Villa and Land,"9999 NE 120th St, Okeechobee, FL, 34972",Vince La Mariana,813-956-5150
CORAL GABLES BILTMORE SEC,"406 Valencia Ave, Coral Gables, FL, 33134",Barby Ganesh,786-393-1523
233 Ronald Reagan Pkwy,"233 Ronald Reagan Pkwy, Loughman, FL, 33858",Ron Hedden,407-301-8833
RAILROAD SHOPS INTER SCHO,"272 NW 58th St, Miami, FL, 33127",Ana Geval,No Phone Number Available
HOME BEAUTIFUL PARK,"1212 NW 6th Ct, Fort Lauderdale, FL, 33311",Tingjun Lei,305-915-2550
250 NW 23rd St # 202,"250 NW 23rd St # 202, Miami, FL, 33127",Diamela Burguera,786-218-5723
CAPLES AMD PL,"2855 NW 22nd Ave, Miami, FL, 33142",Roberto Claro,786-298-8214
CORAL GABLES BILTMORE SEC,"406 Valencia Ave, Coral Gables, FL, 33134",Barby Ganesh,786-393-1523
NORTH GATE,"546-548 NE 65th St, Miami, FL, 33138",Edgar Alba,305-842-1717
ORANGE HEIGHTS,"1575 NW 59th St, Miami, FL, 33142",Christina Mosquera,305-778-1880
NORTHERN BLVD TRACK,"3240 NW 3rd Ave, Miami, FL, 33127",Clara Fernandez,305-200-6564
Sun Glo Apartments,"1746 S Tamiami Trl, South Venice, FL, 34239",Shawn Judy,941-484-6764
EL PORTAL SEC 2,"8960 NE 2 AV, El Portal, FL, 33138",Susie Raduenz,305-778-8383
123 N Charles Street,"123 N Charles Street, Daytona Beach, FL, 32114",Sven Smith,386-488-3427
420/428 Berthe Avenue,"420/428 Berthe Avenue, Panama City, FL, 32404",William Best,850-867-3899
AIRPORT VISTA,"1013 NW 1st Ave, Hallandale Beach, FL, 33009",Adi Gal,305-409-1305
HOLLYWOOD LITTLE RANCHES,"2432 Taylor St, Hollywood, FL, 33020",Elior Levi,954-743-7594
2030 S Douglas Rd # 216,"2030 S Douglas Rd # 216, Coral Gables, FL, 33134",Elizabeth Maloff,No Phone Number Available
ROYAL PALM ADDN,"151 NW 8th St, Homestead, FL, 33030",Gregory Collins,786-208-9901
Savannah Landings,"Dickson Dr, Fort Pierce, FL, 34982",Erdem Altinok,561-324-4439
LAUDERDALE PARK 6-33 1/2,"1645 NE 9th Ave, Fort Lauderdale, FL, 33305",ashkan mizani,312-982-1041
813 W Jefferson ST,"813 W Jefferson ST, Orlando, FL, 32805",Carmen Telfort,954-825-6504
190 NW 57th St,"190 NW 57th St, Miami, FL, 33127",Victor Persia,786-285-1871
MADISON STREET APARTMENTS,"1934 Madison St, Hollywood, FL, 33020",Bram Leland Scolnick,954-302-6368
ALTOS DEL MAR NO 3,"7820 Harding Ave, Miami Beach, FL, 33141",Sam Kafin,954-821-5441
Hollywood Lakes,"1215 N 17th Ct, Hollywood, FL, 33020",Elior Levi,954-743-7594
Riverside Park Apartments,"1904 SW 2nd Street, fort lauderdale, FL, 33312",Richard Spado,305-335-0109
LIBERIA,"2240 Simms St, Hollywood, FL, 33020",Matan Derhy,786-328-4131
Other,"4101 NW 30th Ter, Lauderdale Lakes, FL, 33309",Melanie Laugisch,786-715-5906
OCEAN DRIVE ESTATES,"313 SE 10th Ave, Pompano Beach, FL, 33060",Elisa Fernandez,786-673-1882
GABLES MANOR SUB,"3793 SW 26th Ter, Miami, FL, 33134",Martin Pinilla II,305-793-8696
CITY OF MIAMI SOUTH,"445 SW 4th St, Miami, FL, 33130",Suleman Jivani,305-753-6006
KIRKLAND HEIGHTS AMD,"3430-3432 SW 2nd St, Miami, FL, 33135",Ruben Cruz,305-695-1112
BROWARD MANOR OF HOLLYWOO,"1915 Fletcher St, Hollywood, FL, 33020",Marcelo Dalman,305-308-5554
SHADY RIDGE,"20640 Manta Dr, Cutler Bay, FL, 33189",Sasha Pena,786-277-1843
RANCH MOTEL,"1028 Ridgewood Avenue, Daytona Beach, FL, 32117",Terry Sitaram,No Phone Number Available
"A, B, C, & D","14840 Naranja Lakes Blvd, Homestead, FL, 33032",Joshua Alcantara,734-560-8931
Seawall Construction Company For Sale Location Confidential,"Apple St, Hudson, FL, 34667",RANDA MOORE,707-387-2534
Anastasia Apartments,"400 Anastasia Blvd, St. Augustine, FL, 32080",Luke McCann,904-422-4549
HOLLYWOOD BEACH,"345 Virginia St, Hollywood, FL, 33019",Victoria Fisher,305-469-1620
PALM AVE HEIGHTS,"145 SW 9th Ave, Florida City, FL, 33034",Evelyn Hsu,786-897-9340
HOLLYWOOD BEACH,"332 Georgia St, Hollywood, FL, 33019",Yuliya Prysedska,305-206-8650
233 NW 63rd St,"233 NW 63rd St, Miami, FL, 33150",Sylvia Williams,No Phone Number Available
OCEAN BLVD ESTATES SEC A,"18815 Atlantic Blvd, Sunny Isles Beach, FL, 33160",Oswaldo Vega,305-332-8854
HIALEAH 10TH ADDN,"2450 Palm Ave, Hialeah, FL, 33010",Brandon Dagnesses,786-301-3296
CORAL RIDGE ISLES,"1765 NE 58th St, Fort Lauderdale, FL, 33334",Andre Senior,954-588-8805
2570 US HIGHWAY 1 S,"2570 US HIGHWAY 1 S, ST AUGUSTINE, FL, 32086",ASHLEY PIERATT,904-521-9886
MEYERSON MANOR,"1570 NE 130th St, North Miami, FL, 33161",Marsha Edwards,954-806-0777
BLOUNT BROS POMPANO BEACH,"3313 SE 3rd St, Pompano Beach, FL, 33062",Steven Koleno,844-239-2663
615 ST JOHNS Avenue,"615 ST JOHNS Avenue, Palatka, FL, 32177",Stanley Bishop,904-206-7653
4364-4400 E 10th Ave,"4364-4400 E 10th Ave, Hialeah, FL, 33013",Annemarie Daruna,305-213-9788
NORTHERN BLVD TRACK,"584 NW 30th St, Miami, FL, 33127",Maytal Brosh,305-370-9365
SONIA SUB,"851 NW 36th Ave, Miami, FL, 33125",Vanessa Campa,No Phone Number Available
DIXIE MANOR,"10981 NE 2nd Ave, Miami, FL, 33161",Adam Asbury,305-858-7535
OLYMPIC HEIGHTS,"3515-3517 SW 91st Ave, Miami, FL, 33165",Sisi Carnero,786-344-7874
1832-1838 Pineapple Avenue,"1832-1838 Pineapple Avenue, Melbourne, FL, 32935",Olliver Rodeblad Lowe,321-831-2454
AUBURNDALE AMD,"215 SW 32nd Ct Rd, Miami, FL, 33135",Noriel Gonzalez Exposito,786-562-4090
Cypress Circle RV Parking and Storage,"60 Cypress Cir, Homosassa, FL, 34446",Phillip Eledge,352-601-0546
234 CRACKER SWAMP DIRT Road,"234 CRACKER SWAMP DIRT Road, East Palatka, FL, 32131",PARKER GAILEY,No Phone Number Available
170 SE 14th St,"170 SE 14th St, Miami, FL, 33131",Saul Delgado,786-290-0778
TWELFTH ST MANORS,"3524 NW 4th Ter, Miami, FL, 33125",Monica Benitez,305-305-9597
HOLLYWOOD SOUTH SIDE ADD,"1925 Rodman St, Hollywood, FL, 33020",Ashley Valdez,754-276-7102
326 NE 6th St # 6,"326 NE 6th St # 6, Hallandale Beach, FL, 33009",Elior Levi,954-743-7594
"1922 NW 1st St Miami, FL 33125","1922 NW 1st St, Miami, FL, 33125",Adrian Gonzalez,786-239-9605
BARBER HOMES,"11515 NE 12th Ave, Miami, FL, 33161",monica urrutia,786-356-3445
227 NW 13th Ave,"227 NW 13th Ave, Miami, FL, 33125",Elisa Barriga Alfaro,561-779-2177
DANIA HEIGHTS EXT,"26 SW 6th St, Dania Beach, FL, 33004",Elior Levi,954-743-7594
LENAWEE APARTMENTS,"6318 Lenawee St, Panama City, FL, 32404",Connor Rollins,850-202-9802
ESTELLE PARK NO 2,"7811 NW 3rd Ave, Miami, FL, 33150",Ricardo Manzo,305-735-1168
1534 Euclid Ave,"1534 Euclid Ave, Miami Beach, FL, 33139",Michael Porat,305-587-6179
OSCEOLA GROVES,"1408 SW 19th Ter, Miami, FL, 33145",Juliet Restrepo,786-317-6821
AMD PL OF BROWNS SUB,"2742 NW 48th St, Miami, FL, 33142",Maija Fears,786-501-9567
Arbor Lake Townhomes: Phase I,"737 Arbor Lake Dr, Crestview, FL, 32536",Dennis Fortenberry,850-428-3688
NORTHERN BLVD TR,"3181 NW 5th Ave, Miami, FL, 33127",Melissa Anteola,772-245-6588
Cape Coral Multi-Family,"4015 SE 19th Ave, Cape Coral, FL, 33904",Kasey Reeves,251-504-8180
A.F. MERRITT,"5501 NW Miami Ct, Miami, FL, 33127",Ana Palomino,786-277-9185
NEW SILVERCREST REV,"2540 SW 11th St, Miami, FL, 33135",Oscar Arellano,No Phone Number Available
ROBERTSON PARK,"215 SW 19th Ave, Fort Lauderdale, FL, 33312",Eli Jacoby,440-622-9740
DAVIE BOULEVARD PARK,"3705 SW 13th Ct, Fort Lauderdale, FL, 33312",Chaim Solomon,954-632-3589
708 Spangler Blvd,"708 Spangler Blvd, Fort Lauderdale, FL, 33316",Zenovia Varela,954-348-5852
Middle River Gardens Apartments,"2901 Middle River Dr, Fort Lauderdale, FL, 33306",Ross Herman,954-563-6800
15003 NE 8th Ave,"15003 NE 8th Ave, Miami, FL, 33161",Leopold Evariste,786-306-0390
218 N Pinellas Ave,"218 N Pinellas Ave, Tarpon Springs, FL, 34689",sofia pons,727-698-4945
HIGH POINT,"470 NW 26th Ave, Miami, FL, 33125",Jeffrey Stone,786-286-0986
OneAventura,"20900 NE 30th Ave # 415, Aventura, FL, 33180",Abraham Weintraub,305-466-4243
BISCAYNE BCH SUB,"735 83rd St, Miami Beach, FL, 33141",Yasmin Zamora Suarez,407-437-5628
1406 1ST Street,"1406 1ST Street, Neptune Beach, FL, 32266",JOHN WOLFEL,No Phone Number Available
HAYNSWORTH BEACH SUB,"8201 Abbott Ave, Miami Beach, FL, 33141",Maria Perez,305-331-5686
607 ST JOHNS Avenue,"607 ST JOHNS Avenue, Palatka, FL, 32177",Stanley Bishop,904-206-7653
VP WAREHOUSE WEST CONDO,"10850 NW 21st St # 180, Sweetwater, FL, 33172",Martha Rodriguez,305-323-6373
1000 BRICKELL AVE,"1000 Brickell Ave # 610, Miami, FL, 33131",Jose Peyrellade,786-234-3059
