Building Name,Address,Broker,Broker Phone
319 PARK Avenue,"319 PARK Avenue, Jacksonville, FL, 32218",MORGAN TESTON,No Phone Number Available
PINE WOOD PK,"761 NW 96th St, Miami, FL, 33150",Andres Miyares,786-253-5580
WASHINGTON PARK FOURTH AD,"2707 NW 13th St, Fort Lauderdale, FL, 33311",Christopher Lazaro,305-859-4733
WEST SILVER CREST,"1340 NW 102nd St, Miami, FL, 33147",Frank Gonzalez,305-975-5806
RO-LEN ACRES,"412 SW 10th St, Hallandale Beach, FL, 33009",Lenuam Garcia,786-663-3349
FULFORD BY SEA SEC E,"1788 NE 169th St, North Miami Beach, FL, 33162",dario rizzo,No Phone Number Available
4140 Barna Avenue,"4140 Barna Avenue, Titusville, FL, 32780",Matt Merdian,407-230-8093
OLYMPIC HEIGHTS,"8960 SW 34th St, Miami, FL, 33165",Eddian Rodriguez,786-205-7576
PARADISE SHORES,"2255/2557 Virginia Ave, Fort Myers, FL, 33905",Oliusbel Venot,786-602-9369
N MIAMI ESTATES,"1613 NW 45th St, Miami, FL, 33142",Nicole Faur,No Phone Number Available
2419 India Palm Drive,"2419 India Palm Drive, Edgewater, FL, 32141",Patricia Collado,No Phone Number Available
Largo Duplex for Sale,"1001 Lake Palms Dr., Largo, FL, 33771",Tom Steck,727-641-7771
SUMMERLINS,"236 NW 9th Ave, South Bay, FL, 33493",Chatoni Washington,305-785-1035
BISCAYNE COURT,"11741 NE 14th Ave, Miami, FL, 33161",Marcelino Aviles,305-502-1736
MONGIELLO 1ST ADDN AMD,"13210 NW 28th Ave, Opa-Locka, FL, 33054",Dimitri Joseph,305-302-6718
3160 DIGNAN Street,"3160 DIGNAN Street, Jacksonville, FL, 32254",LUZ RODRIGUEZ,No Phone Number Available
33-48-42 W 50 OF E 435 OF,"3028 NW 2nd St, Pompano Beach, FL, 33069",Natasha Olsak,561-305-0084
LEHIGH ACRES,"2443 Richard Ave, Lehigh Acres, FL, 33973",Alma Rodriguez,305-310-4088
EAST GULFAIR,"2390 NW 95th Ter, Miami, FL, 33147",Oneida Evans,786-859-2621
Cab 54,"Cab 54 Way, TITUSVILLE, FL, 32796",Richard Overvold,321-507-8428
1734 E 8TH Street,"1734 E 8TH Street, Jacksonville, FL, 32206",Kendra Haten,904-440-5832
619 GOLDKIST BLVD,"619 Goldkist Blvd, Live Oak, FL, 32064",Curtis Carter,904-386-4651
Monte carlo condominium,"484 NW 165th St., Miami, FL, 33169",Nicolas G Andelman,786-687-8013
2511 Lipscomb Street,"2511 Lipscomb Street, Melbourne, FL, 32901",Laura Auten,No Phone Number Available
722 Davis Street,"722 Davis Street, Daytona Beach, FL, 32118",Ron Wysocarski,386-562-2651
05-44-43~ N 100 FT OF S 8,"341 S 23rd Way S, West Palm Beach, FL, 33406",Kendra Concepcion,917-250-7402
SEABOARD PARK,"445 NE 171st Street, North Miami Beach, FL, 33162",Sabrina Rosen,305-733-3440
1547 N LAURA Street,"1547 N LAURA Street, Jacksonville, FL, 32206",MARIA RODRIGUEZ,No Phone Number Available
7101 Orange Avenue,"7101 Orange Avenue, Cape Canaveral, FL, 32920",Cindy Manzo,No Phone Number Available
FORUM AVENTURA,"19790 W Dixie Hwy # 308, Aventura, FL, 33180",Efraim Spak,786-525-0286
CAROLINA HEIGHTS 2ND SEC,"2929 SW 5th St, Miami, FL, 33135",Yaniry Perez Rodriguez,786-734-7797
WASHINGTON PARK 6TH ADD,"1259 NW 29th Ave, Fort Lauderdale, FL, 33311",Stanley Samy,561-538-5996
957 SW 122nd Ave # 959,"957 SW 122nd Ave # 957, Miami, FL, 33184",Marianela Ugarte,305-338-9308
DEL RIO PARK,"1400 NW 23rd Ave, Miami, FL, 33125",Diana Medina,786-505-8656
SUNNY HAVEN,"26514 SW 138th Ave, Homestead, FL, 33032",Jules Durand,786-344-8102
Lakeside Storage Suites- Mancaves,"16291 Innovation Ln, Fort Myers, FL, 33913",Chad Reedy,239-989-8838
14207 GOSSETT Street,"14207 GOSSETT Street, Jacksonville, FL, 32218",VICKI LIND,No Phone Number Available
VENETIAN GARDENS ACRESPB,"15741 NW 38th Pl, Miami Gardens, FL, 33054",Genie Martinez,No Phone Number Available
NORTH HOLLYWOOD,"230 SW 14th St, Dania Beach, FL, 33004",Ely Ben-harush,954-861-9372
00000 SECTION LAND,"1129 Grothe St, Jacksonville, FL, 32209",Jessica Paulo,917-709-1426
Pescao,"4862 S Orange Blossom Trl, Orlando, FL, 32839",Antonio Spagnolo,407-914-0227
ISLAND HARBORS,"2859 Cheryl St, Cape Coral, FL, 33993",Therese Keys,No Phone Number Available
11709 Old Woodville Rd,"11709 Old Woodville Rd, Tallahassee, FL, 32305",Bert Pope,850-933-2378
HIBISCUS PARK,"437 NW 8th St, Homestead, FL, 33030",Wesley Ulloa,No Phone Number Available
HIALEAH 14TH ADDN REV PL,"541 E 38th St, Hialeah, FL, 33013",Mayelin Ortega Gonzalez,786-781-3118
Imperial - New Construction,"29 Pine Trce, Ocala, FL, 34472",Khemraj Sarju,305-417-8997
UNIKA,"4300 Biscayne Blvd # G06, Miami, FL, 33137",Christina Campagna,305-764-8274
BETHUNE HOMESITES,"1854 NW 74th St, Miami, FL, 33147",Zoramir Rodriguez,786-333-8243
RIVERSIDE FARMS,"945 NW 22nd Pl, Miami, FL, 33125",Sheri Garzia,305-360-9802
MIAMI AVE SUB,"5550 N Miami Ave, Miami, FL, 33127",Jordaniel Nunez,305-713-8123
5.45-Acre Industrial Site,"5371 Young Pine Rd, Orlando, FL, 32829",Tommy Pinel,321-221-5715
86124 BLADON Road,"86124 BLADON Road, Yulee, FL, 32097",BRANDON GILL,No Phone Number Available
PINEWOOD PARK AMD PL 2ND,"326 NW 96th Street, Miami, FL, 33150",Eleonora De Palma,305-439-2033
381 Del Monte Road,"381 Del Monte Road, Sebastian, FL, 32958",Jonathan Minerick,No Phone Number Available
REV PLAT OF NORTHWOOD,"1198 NW 61st St, Miami, FL, 33127",John Olsen,786-376-0878
WARM MINERAL SPRINS,"400 Granada Blvd, North Port, FL, 34287",dollila pinkhasov,305-790-5708
550 La Veta Drive,"550 La Veta Drive, Melbourne, FL, 32904",Amanda Gonnella,321-693-0906
Ocean view Restaurant,"Ocean Dr, Miami Beach, FL, 33139",Marina Dolmatova,917-861-0884
HOLLYWOOD SOUTH SIDE ADD,"1730 Washington St, Hollywood, FL, 33020",Onelia Hurtado,954-559-8252
Four Ambassadors Condo,"825 Brickell Bay Dr, Miami, FL, 33131",Daniel Burdak,786-286-3262
BISCAYNE BLVD PARK,"1167 NE 111th St, Miami, FL, 33161",brian savits,786-263-1515
PROGRESSO,"726 NW 2nd Ave, Fort Lauderdale, FL, 33311",Avinash Jagasia,786-690-4270
611 WASHINGTON Lane,"611 WASHINGTON Lane, Green Cove Springs, FL, 32043",DAVID HIGHSMITH,No Phone Number Available
Lake Alfred Sal's Pizza Corporate,"228 S Lake Shore Way, Lake Alfred, FL, 33850",ELIANA MASTRANTUONO,407-624-0298
ELLAS LITTLE ACRES 1ST AD,"4021 SW 54th Ct, Dania Beach, FL, 33314",Danielle Tarazi,954-850-9179
GROVELAND PK,"210 NW 69th St, Miami, FL, 33150",Neal Oates,954-399-1008
SILVER BLUFF GARDENS,"2762 SW 34th Ave, Miami, FL, 33133",Bianca Guevara,305-401-4384
585 Ballough Road,"585 Ballough Road, Daytona Beach, FL, 32114",Terry Sitaram,No Phone Number Available
HOLLYWOOD PARK,"2405-2407 Cleveland St, Hollywood, FL, 33020",Meredith Patterson,954-696-1425
OAKLAND PARK,"1401 NE 33rd St., Oakland Park, FL, 33334",Robert Mac Killigan,954-234-8759
FERN SUB NO ONE,"5601 NW 15th St, Lauderhill, FL, 33313",Melecia Johnson,954-980-0006
3575 US-441,"3575 US-441, Lake City, FL, 32025",ELIZABETH MOSES,904-545-4241
International Store for Sale,"Farmington Hills Dr, Pasadena Hills, FL, 33525",DAIREK YALDOO,248-275-7291
1772 SAN MARCO Boulevard,"1772 SAN MARCO Boulevard, Jacksonville, FL, 32207",AARON MURRAY,No Phone Number Available
310 and 312 E. Tomlin Street,"310 E Tomlin St, Plant City, FL, 33563",Lori Rutherford,813-744-4347
IRONS MANOR HIGH PINE ADD,"655 NE 135th St, North Miami, FL, 33161",ODNEYDelicien1 BREDY,786-586-1736
Drive Through Takeout Fast Food Business in Miami Gardens,"4775 NW 183rd St, Miami Gardens, FL, 33055",William Giberson,561-305-0505
5116 Isabelle Avenue,"5116 Isabelle Avenue, Port Orange, FL, 32127",David Hermanson,No Phone Number Available
HOMEVILLE,"2336 NW 60th St, Miami, FL, 33142",Ana Valeiras,No Phone Number Available
Pool Service,"Pool Service, Kissimmee, FL, 34741",Susan M Barnes,407-908-4663
ROHAN ACRES REPLAT,"2884 SW 19th Pl, Fort Lauderdale, FL, 33312",Mark Ferdman,305-502-1370
Progreeso,"1025 NE 3RD AVE, Fort Lauderdale, FL, 33304",Lawrence Blodgett,954-610-1606
Funtown Playground,"10401 US-441, Leesburg, FL, 34788",Jonathan Martin,407-443-5491
Castlewood 71-37 B,"3751 NW 115th Ave, Coral Springs, FL, 33065",Judith Mach,954-471-6446
LEHIGH ACRES,"1112 E 12, Lehigh Acres, FL, 33972",Jose Cabrera,954-701-3802
PINE ACRES,"1024 TUCKER AV., Other City - In The State Of Florida, FL, 32807",Pamela Olson,954-709-9997
SUB OF 21-51-42 B-13 D,"2908 Funston St, Hollywood, FL, 33020",Alexei Baev,646-467-0727
LEHIGH ACRES,"142/144 MILWAUKEE BLVD, Lehigh Acres, FL, 33974",Gabriel Eguez,123-956-0605
WAWRZYNIAK ACRES NORTH,"11041 NE 10th Ave, Biscayne Park, FL, 33161",Lori Brandt,786-553-1962
Taverna Berrocal at Ocala,"2515 NE 3rd St, Ocala, FL, 34470",Carolina Habash,407-227-8528
Upgraded 2-Unit Condo Portfolio,"4215 S Semoran Blvd, Orlando, FL, 32822",George Bateman,334-268-1737
1187 West 3rd st,"1187 W 3rd St, Jacksonville, FL, 32209",Erika Amor,239-281-7638
PROGRESSO,"616 NW 4th Ave, Fort Lauderdale, FL, 33311",Manuel Arce,754-214-0734
ROSE LAWN PK A SUB,"7710 NE 1st Ct, Miami, FL, 33138",Melissa Anteola,772-245-6588
4013 TAYLOR ESTATES Lane,"4013 TAYLOR ESTATES Lane, Jacksonville, FL, 32219",Edward Dreibelbis,904-339-3084
OLYMPIC HEIGHTS,"3849 SW 90th Ave, Miami, FL, 33165",Judith Taveras,No Phone Number Available
HOLLYWOOD,"1956 Madison St, Hollywood, FL, 33020",Steven Koleno,844-239-2663
BISCAYNE SHORES CORR PLAT,"1281 NE 110th St, Miami, FL, 33161",Faycal Bennouna Zhar,305-794-0483
ELIZABETH PARK Detached Duplex on large lot,"2406 NW 67th St, Miami, FL, 33147",Miguel Salvat PA,305-975-1492
3 New Duplexes Portfolio Lehigh Acres FL,"5030 Locke Ln, Lehigh Acres, FL, 33973",Dan Lazar,754-366-7677
Empresa de Logistica,"Logistics Company, Miami, FL, 33166",Alfredo Gonzalez,No Phone Number Available
6633 Calamondin Drive,"6633 Calamondin Drive, Winter Garden, FL, 34787",Tara Garkowski,No Phone Number Available
BOYNTON HEIGHTS,"331 NW 1 Ave, Boynton Beach, FL, 33435",Rebecca Orellana,954-655-7603
PROGRESSO,"928 N Victoria Park Rd, Fort Lauderdale, FL, 33304",Ana Salazar,954-593-3089
2203 COLLEGE Street,"2203 COLLEGE Street, Jacksonville, FL, 32204",JORDAN HOOTEN,No Phone Number Available
1148-1150 PIPPIN Street,"1148-1150 PIPPIN Street, Jacksonville, FL, 32206",Manny Mendoza,646-335-5055
RIVERSIDE FARMS,"1030 NW 24th Ave, Miami, FL, 33125",Dax Londono,786-626-8695
ONE AVENTURA,"20900 NE 30th Ave # 503, Aventura, FL, 33180",Emanuel Goldszmidt,305-933-1626
BROOKLAWN,"1293 SW 22nd Ave, Miami, FL, 33135",Amore Rodriguez,No Phone Number Available
"10012 Windsong Way, Blountstown, FL 32424","10012 Windsong Way, Blountstown, FL, 32424",Debbie Roney Smith,No Phone Number Available
CRESCENT HEIGHTS,"7946 NW 12th Pl, Miami, FL, 33147",Erica Mizrahi,305-761-1612
LITTLE RIVER FRUIT LANDS,"840 NW 80th St, Miami, FL, 33150",Claudia Herbas,786-306-8584
bayview add,"3900 W 17th st, Panama City, FL, 32401",Miranda Squitieri,850-570-8983
Scooter Rentals,"Scooter Rentals, Kissimmee, FL, 34741",Susan M Barnes,407-908-4663
PROGRESSO,"1440-1442 NW 5th Ave, Fort Lauderdale, FL, 33311","Phillip S. Calloway, MS",305-926-6706
8494 MCGIRTS VILLAGE Lane,"8494 MCGIRTS VILLAGE Lane, Jacksonville, FL, 32210",ALEXIOUS GAMEL,No Phone Number Available
2731 HERSCHEL Street,"2731 HERSCHEL Street, Jacksonville, FL, 32205",SARAH LEUTHOLD,No Phone Number Available
SCHAFFER HOMESITES,"809 NE 2nd St, Hallandale Beach, FL, 33009",Eli Nektalov,786-280-6555
Jeffcott St,"3217 Jeffcott St, Fort Myers, FL, 33916",Kevin Bartlett,239-977-5642
BOULEVARD HEIGHTS SEC 1,"7580 E Eaton St, Hollywood, FL, 33024",Beatriz Seiler,954-347-1421
WEST END PARK AMD PL,"3040 NW 13th Ave, Miami, FL, 33142",Abraham Elbaz,919-931-7079
COLLEGE PARK,"412 NW 59th St, Miami, FL, 33127",Armando Cardella,786-344-3278
Automotive Business for Sale!,"101 N Scenic Hwy, Frostproof, FL, 33843",Michelle Hutto,863-528-1136
broward,"1745 NE 52nd, Fort Lauderdale, FL, 33334",Dayron Suarez,561-283-6726
The Grandview Palace,"7601 E Treasure Dr # 4, North Bay Village, FL, 33141",daniela Malesich,305-439-6938
WOODLAWN,"832 SW 29th St, Fort Lauderdale, FL, 33315",Deyfra Villamil,954-288-9546
RIDGEWAY,"2180 NW 59th St, Miami, FL, 33142",Santiago Silva,561-234-7771
SUMMERLINS,"202 NW 9th Ave, South Bay, FL, 33493",Urquetta Alberto,No Phone Number Available
HOLLEMAN PARK,"350 SW 17th Rd, Miami, FL, 33129",Osvaldo Negrin,305-223-1947
2569 HERSCHEL Street,"2569 HERSCHEL Street, Jacksonville, FL, 32204",Lyn Arceo-Diaz,904-631-6927
VENETIAN GARDENS ACRESPB,"15741 NW 40th Ct, Miami Gardens, FL, 33054",Angela Passmore,305-746-6466
MONTICELLO PARK AMENDED P,"228 NW 12th St, Pompano Beach, FL, 33060",Judy Palladino,305-290-0303
Medical Related,"Medical Related, Alafaya, FL, 32825",Susan M Barnes,407-908-4663
3730 LEHIGH Street,"3730 LEHIGH Street, Jacksonville, FL, 32206",KEITH LENGER,No Phone Number Available
NORTH DANIA HEIGHTS,"208 SW 2nd Pl, Dania Beach, FL, 33004",Steven Koleno,844-239-2663
PROGRESSO,"1042 NW 8th Ave, Fort Lauderdale, FL, 33311",Jonathan Minerick,No Phone Number Available
PROGRESSO,"1511-1513 NW 8th Ave, Fort Lauderdale, FL, 33311",Reggie Saylor,954-243-5344
Oceanfront Condo Portfolio For Sale (Daytona Beach),"800 N Atlantic Ave, Daytona Beach, FL, 32118",Michael Baxter,386-999-1762
N MIAMI ESTATES,"1395 NW 40th St, Miami, FL, 33142",Luis Osio,305-305-3517
ISLAND VIEW,"814/812 SW Thirteenth St., Fort Lauderdale, FL, 33315",Sandra Rathe,954-371-2115
BELLCAMP MANOR,"444 NW 80th St, Miami, FL, 33150",Raika Jiha Pujol,305-484-4540
3084 Sea Gate Circle,"3084 Sea Gate Circle, Merritt Island, FL, 32953",Brenda Drabyk,No Phone Number Available
Cool Breeze Coffee,"8319 Market St, Bradenton, FL, 34202",Michael Zuppardo,941-900-3400
3150 BELDEN Circle,"3150 BELDEN Circle, Jacksonville, FL, 32207",ROQUE GOYZUETA,No Phone Number Available
IDLEWILD PARK,"2135 SW 4th St, Miami, FL, 33135",Alex Hanuszkiewicz,305-342-4912
OCOEE PARK,"1838 NW 18th St, Miami, FL, 33125",Arturo Garcia-Lavin,305-588-0460
EVERGLADES AVE HEIGHTS,"8016 NW 14th PL, Miami, FL, 33147",Mohammed Chraibi,305-850-4624
Lee County Unincorporated,"2416/2418 XELDA AVE N, Lehigh Acres, FL, 33971",Gabriel Eguez,123-956-0605
1654 TALBOT Avenue,"1654 TALBOT Avenue, Jacksonville, FL, 32205",Beth King,No Phone Number Available
HOLLYWOOD BEACH HEIGHTS S,"6138 Grant St #1-2, Hollywood, FL, 33024",Clarissa Paul,954-865-1614
Miami Gardens Dr,"Miami Gardens Dr, North Miami Beach, FL, 33179",Mara Santucci,954-864-5339
Downtown Tampa Mixed-Use Development Opportunity,"401 S Florida Ave, Tampa, FL, 33602",Matt Hall,813-538-6844
1625 Chamorro Street SE,"1625 Chamorro Street SE, Palm Bay, FL, 32909",Angie Amate,No Phone Number Available
OneAventura,"20900 NE 30th Ave # 414, Aventura, FL, 33180",Abraham Weintraub,305-466-4243
FRESHWATER 11TH & 12TH AV,"711 14th St, West Palm Beach, FL, 33401",Fernanda Ibarra,305-370-9118
Rhino,"216 NW 1st Ave, Hallandale Beach, FL, 33009",Carlos Cardenas,954-707-0927
NORTH WEST LAUDERDALE,"2300 NW 20th St, Fort Lauderdale, FL, 33311",Alicia Brondo,954-850-4101
AMD PL BAY RIDGE,"1250 NE 109th St, Miami, FL, 33161",Victoria Nemchinova,305-450-0008
Guava 2,"2421 Guava Drive, Edgewater, FL, 32141",Bryan Disbrow,386-690-2558
1717 E 25TH Street,"1717 E 25TH Street, Jacksonville, FL, 32206",LAITH ZALLOUM,No Phone Number Available
LINCOLN PARK FOURTH ADD,"918 NW 13th Ave, Fort Lauderdale, FL, 33311",Raynier Vivas Pineda,786-542-3243
"Body Shop Business with Paint Booth For Sale Miami, FL","8200 W 8th Ave, Hialeah, FL, 33014",Teresa Campos,305-316-9220
LATITUDE ONE,"175 SW 7th St # 1614, Miami, FL, 33130",Francisco Siman,305-205-3388
867 S Patrick Drive,"867 S Patrick Drive, Satellite Beach, FL, 32937",Danita Bell,No Phone Number Available
3512 Eagle Lane,"3512 Eagle Lane, Panama City, FL, 32404",Michael Werner,850-814-6266
20505 NW 25th Ct,"20505 NW 25th Ct, Miami Gardens, FL, 33056",Odalys Hernandez,786-222-9164
Devonaire Commerce Center 1,"12434 SW 128th St # 3, Miami, FL, 33186",John Duran,786-253-2995
Eustis Mixed Use Commercial Residential Zoning,"1501 N County Rd 19A and 1503 N County RD 19A, Eustis, FL, 32726",deborah elliott,352-408-3868
FRESHWATER 11TH & 12TH AV,"705 Palm Beach Lakes Blvd, West Palm Beach, FL, 33401",Ladi Goldwire,904-360-9066
BLOOMFIELD HILLS,"2283 NW 86th Ter, Miami, FL, 33147",Iala Rodriguez Cruz,305-338-0659
14204 BENTON Street,"14204 BENTON Street, Jacksonville, FL, 32218",VICKI LIND,No Phone Number Available
Pierce St,"Pierce St, Hollywood, FL, 33019",Cristian Borquez Holch,954-684-1817
2248 DELLWOOD Avenue,"2248 DELLWOOD Avenue, Jacksonville, FL, 32204",JOSHUA PRUITT,No Phone Number Available
36 Collingwod Lane,"36 Collingwod Lane, Palm Coast, FL, 32137",Taner Banks,No Phone Number Available
HOLLYWOOD PARK,"2322 Cleveland St, Hollywood, FL, 33020",Julie Goldstein,954-895-1605
RIVERSIDE PARK,"1949 Riverside Dr, Fort Lauderdale, FL, 33312",Tatiana Lora,786-909-8005
Middle river Terrace,"1538 NE 5th Ave, Fort Lauderdale, FL, 33304",Desiree Soto,786-416-1701
HOLLYWOOD PARK,"2001 N 26th Ave, Hollywood, FL, 33020",Sebastian Zamudio Cortes,305-733-3040
347 W Merritt Avenue,"347 W Merritt Avenue, Merritt Island, FL, 32953",Leon McDaniel,No Phone Number Available
15 Year Old Baby Guard Installation Company For Sale,"27354 Ernest Croft Rd, Dade City, FL, 33525",James Bailey,727-809-3038
WOODLAWN,"880 SW 28th St, Fort Lauderdale, FL, 33315",Leopold Manuel,305-879-7524
20 W 3RD Street,"20 W 3RD Street, Jacksonville, FL, 32206",Thomas Love,904-382-7695
842 Rattlebox Road,"842 Rattlebox Road, Chipley, FL, 32428",Wanda Owens,No Phone Number Available
WOODLAWN,"890 SW 28th St, Fort Lauderdale, FL, 33315",Serge Saintil,305-890-8234
5168 Taylor Avenue,"5168 Taylor Avenue, Port Orange, FL, 32127",David Lieb,386-871-3321
PLAT NO 1 OPA LOCKA,"1226 Sesame St, Opa-Locka, FL, 33054",Marvin Ordonez,305-213-5747
PLAYLAND VILLAGE SEC 4,"6111 SW 37th Ct, Davie, FL, 33314",Arthur Pollio,+1 954-593-5323
True Value Hardware,"18493 High Springs Main St, High Springs, FL, 32643",United Country Real Estate,800-999-1020
1359 W 22ND Street,"1359 W 22ND Street, Jacksonville, FL, 32209",JACQUES GUILLAUME,No Phone Number Available
C-5 Industrial Commercial Condo,"960 Chalmer Dr, Marco Island, FL, 34145",Gary Weinberg,239-394-7900
The Weathered Wheel,"4 W Macclenny Ave, Macclenny, FL, 32063",Megan Krebs,904-923-1621
"2318, 2328 & 2344 Brooklawn Drive","2318 Brooklawn Dr, North Fort Myers, FL, 33917",Tom Woodyard,239-425-6011
ROHAN ACRES REPLAT,"2888 SW 19th Ct, Fort Lauderdale, FL, 33312",Isabel Galvis,786-541-5305
457 BENTWOOD Lane,"457 BENTWOOD Lane, Orange Park, FL, 32073",GREGORY RITZERT,No Phone Number Available
PINEWOOD PARK EXTENSION,"829 NW 113 St, Miami, FL, 33168",Mario Avalos,No Phone Number Available
WOODLAWN,"808 SW 30th St, Fort Lauderdale, FL, 33315",Elior Levi,954-743-7594
NORTH HOLLYWOOD,"1926 Sheridan St, Hollywood, FL, 33020",Scott Swaris,305-205-7474
WASHINGTON PARK FOURTH AD,"1430 NW 27th Avenue, Fort Lauderdale, FL, 33311",Brian Gibson,954-292-4769
GOLDEN HEIGHTS,"844 SW 10th St, Hallandale Beach, FL, 33009",Evens Thebeaud,305-761-3336
HOLLYWOOD TERRACE,"2213 Grant St, Hollywood, FL, 33020",Raul Gonzalez,305-785-3030
The Flats at Morningside,"5781 Biscayne Blvd # 1, Miami, FL, 33137",William Harbour,786-247-1185
Cutest Ocala Cottage,"617 NE 25th Ave, Ocala, FL, 34470",Erika Amor,239-281-7638
Lehigh Park,"2516 Park RD, Lehigh Acres, FL, 33971",ANA NUNEZ DE PRESTI,No Phone Number Available
Seminole County Daycare,"123 Main Street, Casselberry, FL, 32707",Ernesto Ariel Yogev,305-409-7757
RIVERSIDE FARMS,"1011-1013 NW 25th Ave, Miami, FL, 33125",Jessica Wolf,305-301-6800
GLENHAVEN,"3133 NW 22nd Ct, Miami, FL, 33142",Mayelin Ortega Gonzalez,786-781-3118
Lehigh Acres,"4736 / 4738 SW 15th ST, Lehigh Acres, FL, 33973",Madeline Garcia,239-325-7770
BISCAYNE SHORES CORR PLAT,"1207 NE 110th St, Miami, FL, 33161",Arabella Conti,No Phone Number Available
HOLLYWOOD LAWNS,"1727 Johnson St, Hollywood, FL, 33020",Umberto Accornero,No Phone Number Available
WEST BISCAYNE,"934 NW 103rd St, Miami, FL, 33150",Jocasta Pascual,561-301-1529
Mobile Home For Sale 17360,"17360 SW 232nd St, Miami, FL, 33170",Henry Petit,305-458-6182
ROOSEVELT PARK,"2729-2731 NW 44 Street, Miami, FL, 33142",Mohammed Chraibi,305-850-4624
2016 DELLWOOD Avenue,"2016 DELLWOOD Avenue, Jacksonville, FL, 32204",HEATHER NALLS,No Phone Number Available
BOWLING GREEN,"782 NW 52nd St, Miami, FL, 33127",Monica Sciarra,305-491-8217
OSCEOLA PARK,"2350 SW 18th Ter, Fort Lauderdale, FL, 33315",Jean Aurelien,239-384-1067
1202 Ridgewood Avenue,"1202 Ridgewood Avenue, Holly Hill, FL, 32117",Rodolphe Brun,386-235-0670
REV,"3199 SW 26th St, Miami, FL, 33133",Jhon Salazar,305-598-5488
535 HEDGEWOOD Drive,"535 HEDGEWOOD Drive, St Augustine, FL, 32092",DANA HANCOCK,No Phone Number Available
Beauty Salon in Coral Springs,"6271 W Sample Rd, Coral Springs, FL, 33067",Payal Patel,954-867-4332
7TH AVENUE HIGHLANDS,"6730 NW 5th Ave, Miami, FL, 33150",Zina Carreras,786-468-0198
LAWNDALE 3RD ADDN,"1006 NW 112th Ter, Miami, FL, 33168",Daniel Moore,786-603-9310
HOLLYWOOD BEACH HEIGHTS S,"6109 Garfield St, Hollywood, FL, 33024",Barbara Cruzado,786-862-9534
FAIRLAWN,"1433-1435 SE 2nd Ave, Deerfield Beach, FL, 33441",David Gutierrez,786-897-7482
PROGRESSO,"1700 NE 12th St, Fort Lauderdale, FL, 33304",Rafael Rivas,305-431-2002
2630 ERNEST Street,"2630 ERNEST Street, Jacksonville, FL, 32204",VICTORIA GALLANT,No Phone Number Available
Jacksonville Income Producing Homes,"2842 Saturn Ave, Jacksonville, FL, 32206",Erika Amor,239-281-7638
PHOENIX PARK SUB,"7803 NW Miami Pl, Miami, FL, 33150",Yves Gachette,786-426-6377
Lawn Biz Residential,"Lawn Biz Residential, Ormond Beach, FL, 32174",Susan M Barnes,407-908-4663
Lehigh Acres,"721/723 Eisenhower, Lehigh Acres, FL, 33974",Nitza Morales Mendez,786-424-3353
EXCELLENT INCOME PRODUCING PROPERTY,"2737 NW 13th Ave, Miami, FL, 33142",Beverly DellaGiustina,239-206-6111
RIDGE GROVE ESTATES,"3319-3321 Grove Rd, Boynton Beach, FL, 33435",Nicole Miller,954-559-7158
MIAMI GARDENS ESTATES,"5706 SW 27th St, West Park, FL, 33023",Hector Duque,786-853-1918
NORTH ANDREWS GARDENS 2ND,"460 NE 45th St, Oakland Park, FL, 33334",David Taxman,847-736-0467
LEHIGH ACRES,"1153-1155 COUNTESS AVE, Lehigh Acres, FL, 33974",Cristian Henriquez,239-877-8749
COLLEGE TRACT,"715 SW 6th St, Dania Beach, FL, 33004",Danay Puebla Llanos,305-338-6436
Flagler County Physical Therapy Business For Sale,"2550 N State St, Bunnell, FL, 32110",Timothy Carroll,904-421-7422
PROGRESSO,"1539 NW 8th Ave, Fort Lauderdale, FL, 33311",Alexander Novo,786-862-0692
203 N Oleander Avenue,"203 N Oleander Avenue, Daytona Beach, FL, 32118",Carlos Ring,386-682-8800
Devonaire Commerce Cener 1,"12436 SW 128th St # 4, Miami, FL, 33186",John Duran,786-253-2995
17TH AVE MANOR,"1824 NW 47th St, Miami, FL, 33142",Michael Donaldson,954-309-1048
8.01± Acres Site | Massee Rd & Lionel Way | Davenport,"410 Lionel Way, Davenport, FL, 33837",David Calcanis,407-421-2311
Mediterranean Restaurant,"Mediterranean Restaurant, Naples, FL, 34102",Frank Kupiec,239-676-6722
AC Salvage,"5357 US-1, Fort Pierce, FL, 34946",James Slattery,772-807-2583
Kid's World Preschool and Learning Center Inc.,"114 FL-47, Trenton, FL, 32693",Brad Smith,352-463-7770
Sushi restaurant,"Sushi restaurant, Sunrise, FL, 33351",Albert Martinez,No Phone Number Available
"3047 57TH AVE N, #A,B,C, ST PETERSBURG, FL 33714","3047 57TH AVE N, Saint Petersburg, FL, 33714",Stephen Sexauer,727-641-3644
HIALEAH HEIGHTS,"3058 NW 61st St, Miami, FL, 33142",Philippe Lamery,305-290-2977
224 S THOMPSON Street,"224 S THOMPSON Street, Starke, FL, 32091",Brenda Thornton,904-364-8266
COLLIER CITY,"2301 NW 4th St, Pompano Beach, FL, 33069",Sherise James,954-648-1680
TOWN OF HALLANDALE B-13,"128 NW 6th Ave, Hallandale Beach, FL, 33009",Elior Levi,954-743-7594
BOWLING GREEN EXTENSION,"1045 NW 55th Ter, Miami, FL, 33127",Rafael Goicouria,305-999-5802
