Building Name,Address,Broker,Broker Phone
3918 Las Vistas Lane,"3918 Las Vistas, Weslaco, TX, 78596",Sonia Romero,956-821-6170
2.90 AC Military Hwy.,"2.90 AC Military Hwy., San Benito, TX, 78586",STEPHANIE GREEN,956-410-4873
Luxury Nail Bar Frisco,"Preston Rd, Frisco, TX, 75034",Princeley Jackai,214-714-5676
905 W 1st Street,"905 W 1st Street, Mission, TX, 78572",Ibitte Rodriguez,No Phone Number Available
2419 N Mojave Street,"2419 N Mojave Street, Edinburg, TX, 78541",Jose Ramirez,No Phone Number Available
1272 Pecan St,"1272 Pecan St, Clute, TX, 77531",Sabino Gonzalez,979-285-8327
8207 Silverado North Drive,"8207 Silverado North Drive, Mission, TX, 78574",Fernando Reyes,No Phone Number Available
Restaurant on Prime Highway,"800 E Main St, Omaha, TX, 75571",Christine Ballard,903-285-2569
2420 Hackberry Avenue,"2420 Hackberry Avenue, McAllen, TX, 78503",Anselmo Trevino,956-821-1784
932 7th Ave N,"932 7th Ave N, Texas City, TX, 77590",Rebecca Hughes,832-885-0690
233 W 4th Street,"233 W 4th Street, La Joya, TX, 78560",Jose Narvaez,No Phone Number Available
.Mid-Valley Office Warehouse Park,"Dacota Ave, Mercedes, TX, 78570",Robert Perez,956-510-9111
3813 N 8th Court,"3813 N 8th Court, McAllen, TX, 78501",Jenny Avellaneda,956-250-7556
500 N Emerald Avenue,"500 N Emerald Avenue, Edinburg, TX, 78541",Irene Uribe Manrique de Lara,No Phone Number Available
410 Jefferson Avenue,"410 Jefferson Ave, Princeton, TX, 75407",Debbie Barch,214-808-6020
2421 Vine Avenue,"2421 Vine Avenue, McAllen, TX, 78501",Zack Guerra,956-330-3892
508/510 NW 6th St,"510 NW 6th St, Mineral Wells, TX, 76067",Marty Logan,940-325-9144
429 W Adams Avenue,"429 W Adams Avenue, Alton, TX, 78573",Denyss Alanis,No Phone Number Available
2013 N El Mundo Drive,"2013 N El Mundo Drive, Edinburg, TX, 78541",Jenny Avellaneda,956-250-7556
Turnkey Nail Salon & Head Spa for Sale in Arlington,"1450 Debbie Ln, Arlington, TX, 76002",Mai Huong Nguyen,512-521-8052
4012 Whitewing Avenue,"4012 Whitewing Avenue, Edinburg, TX, 78539",Carla Zuazua,No Phone Number Available
300 S Ridge Lane,"300 S Ridge Lane, San Juan, TX, 78589",Tania Salinas,No Phone Number Available
6.01 Acres Hwy 75,"13333 Texas 75, Willis, TX, 77378",Diana Gaines,281-367-2220
403 Pirul Street W,"403 Pirul Street W, Edinburg, TX, 78541",Martin Manzo,No Phone Number Available
5805 Sandpiper Avenue,"5805 Sandpiper Avenue, McAllen, TX, 78504",Michelle Zarate,No Phone Number Available
402 E Mahl Street,"402 E Mahl Street, Edinburg, TX, 78539",Sameer Suresh,956-225-7062
1523 Oasis Avenue,"1523 Oasis Avenue, Mission, TX, 78572",Keren Flores,No Phone Number Available
The Cross Retreat & Event Center,"2613 34th St, Lubbock, TX, 79410",Houston Garrett,806-544-7343
2206 E Taxco Court,"2206 E Taxco Court, Edinburg, TX, 78542",Raul Ceron,956-408-7136
705 Palmer Road,"705 Palmer Road, Mission, TX, 78573",Isaiah Ramos,No Phone Number Available
2501 Indian Creek Avenue,"2501 Indian Creek Avenue, McAllen, TX, 78504",Diana Mireya,No Phone Number Available
906 E Tom Landry Street,"906 E Tom Landry Street, Mission, TX, 78572",David Aguinaga,No Phone Number Available
Sec of Sh 249 & Brown Rd,"Sec of Sh 249 & Brown Rd, Tomball, TX, 77375",Preston Cunningham,281-489-8800
405 Onyx Drive,"405 Onyx Drive, Edinburg, TX, 78541",Avinaash Buxani,956-949-9337
Salt Cay Island Canal Lot in Corpus Christi,"15417 Salt Cay Ct, Corpus Christi, TX, 78418",Monika Page,361-884-7100
3008 W Citrine Street,"3008 W Citrine Street, Edinburg, TX, 78541",Diana Mireya,No Phone Number Available
Cowan Appartments,"1017 St Vincent St, Gonzales, TX, 78629",Garen Reese,830-857-3114
00 Williams Rd.,"00 Williams Rd., San Benito, TX, 78586",BRANDON AND AUDREY TEAM,956-245-8310
1006 N Clarence Avenue,"1006 N Clarence Avenue, Edinburg, TX, 78541",Cassandra Rodriguez,No Phone Number Available
3728 W Faith Hill Street,"3728 W Faith Hill Street, Edinburg, TX, 78541",Jisella Ortiz,956-862-2964
3420 Golden Nugget,"3420 Golden Nugget, Edinburg, TX, 78541",Vikki Wright,No Phone Number Available
323 Uva Lane,"323 Uva Lane, Brownsville, TX, 78521",Isaias Lara,956-463-9843
2011 Bracey Avenue,"2011 Bracey Avenue, Mission, TX, 78572",Anselmo Trevino,956-821-1784
1406 S Michigan,"1406 S Michigan, Alton, TX, 78573",Gabriela Chavez,No Phone Number Available
112 E Peter Street,"112 E Peter Street, Edinburg, TX, 78541",Olga Arriaga,956-827-5025
20 S Eagle Avenue,"20 S Eagle Avenue, Roma, TX, 78584",Fernando Corral Sandoval,No Phone Number Available
Vietnamese Sandwich and Restaurant Business For Sale,"Veterans Memorial Dr, Houston, TX, 77014",Jane Nguyen,281-933-6999
2801 Sabercat Avenue,"2801 Sabercat Avenue, Edinburg, TX, 78542",Nitza Alvarez,No Phone Number Available
Dallas - 9873 Brockbank Dr.,"9873 Brockbank Dr, Dallas, TX, 75220",Kam Duhon,214-526-3626
4000 Whitewing Avenue,"4000 Whitewing Avenue, Edinburg, TX, 78539",Ann Anderson,No Phone Number Available
1707 W Smith Drive,"1707 W Smith Drive, Pharr, TX, 78577",Estefania Miranda,No Phone Number Available
166 Guevara Street,"166 Guevara Street, Rio Grande City, TX, 78582",ALISSA PEREZ,956-739-8496
2019 Aruba Drive,"2019 Aruba Drive, Edinburg, TX, 78541",Rene Flores,No Phone Number Available
3214 Luz Divina Street,"3214 Luz Divina Street, Edinburg, TX, 78542",Gregory Vasquez,No Phone Number Available
2705 Primrose Avenue,"2705 Primrose Avenue, Edinburg, TX, 78541",Gabriel Alcantar,No Phone Number Available
102 W Park Dr.,"102 W Park Dr., Brownsville, TX, 78526",Blanca Saucedo,956-592-7267
308 Love Drive,"308 Love Drive, Elsa, TX, 78543",Rafael Mendoza,No Phone Number Available
2712 E Eisenhower Avenue,"2712 E Eisenhower Avenue, Alton, TX, 78573",Sathish Thandale,No Phone Number Available
2109 Taxco Court,"2109 Taxco Court, Edinburg, TX, 78542",Jesus De Leon,No Phone Number Available
MLT FAM DWLG,"2712 Shaver St, Pasadena, TX, 77502",Blanca Benavidez,No Phone Number Available
2609 Israel Avenue,"2609 E Israel Avenue, Alton, TX, 78572",Cesar Felix,956-648-2918
Houston MSA RV & Boat Storage - CALL FOR OFFERS 3/25/2025,"9127 Katy Hockley Rd, Katy, TX, 77493",Devin Beasley,602-687-6787
2501 Olivia Place,"2401 Indian Creek Avenue, McAllen, TX, 78504",Avinaash Buxani,956-949-9337
5206 Murillo,"5206 Murillo St, Edinburg, TX, 78542",Udi Umondak,469-879-8585
7504 US Highway 281 Highway,"7504 US Highway 281 Highway, Edinburg, TX, 78542",Sabita Mahtani,956-371-3393
3813 N 7th Court,"3813 N 7th Court, McAllen, TX, 78501",George Thatcher,No Phone Number Available
605 W. Oak St,"605 W Oak St, Weatherford, TX, 76086",Brad Chilcoat,214-526-3626
2212 N Mojave Street,"2212 N Mojave Street, Edinburg, TX, 78541",Jose Ramirez,No Phone Number Available
"Atomic Wax, 501 Texas Ave","501 Texas Ave, El Paso, TX, 79901",MIke Santamaria,915-494-5154
1009 Sunset Valley Street,"1009 Sunset Valley Street, Alton, TX, 78573",Marissa Salinas,956-534-4250
1706 Phoenix Street,"1706 Phoenix Street, Edinburg, TX, 78541",Danielle Connolly,956-752-8438
1410 S Michigan,"1410 S Michigan, Alton, TX, 78573",Gabriela Chavez,No Phone Number Available
A&A Auto Parts,"320 S Mulberry St, Pearsall, TX, 78061",Julius F. Zatopek III,830-515-4560
116 N Colorado Avenue,"116 N Colorado Avenue, Mercedes, TX, 78570",Ariadna Reyes,No Phone Number Available
5 Unit Tiny Home Multi Family Homes For Sale in Texas,"197 County Rd 2302, Rusk, TX, 75785",Jerry-Michael Norton,903-284-9082
2009 Bracey Avenue,"2009 Bracey Avenue, Mission, TX, 78572",Sylvia (Astrid) Munoz,No Phone Number Available
2709 W 65th Street,"2709 W 65th Street, Mission, TX, 78574",Idan Zur,No Phone Number Available
"4-Plex / 254 Rosebud Ave, Corpus Christi, TX 78404","254 Rosebud Ave, Corpus Christi, TX, 78404",Payton Dodson,361-742-7477
1000 Singleton Blvd,"1000 Singleton Blvd, Dallas, TX, 75212",Bennett Sikes,214-526-3626 ext- 132
301 W Albatross Avenue,"301 W Albatross Avenue, Pharr, TX, 78577",Rebeca Bermudez,956-328-8473
3g rv park now with option to buy second near by park,"612 s g place, Post, TX, 79356",jason lafferty,817-600-7881
1521 W St Francis Avenue,"1521 W St Francis Avenue, Mission, TX, 78573",Nestor Montemayor,No Phone Number Available
2112 E San Andrea Street,"2112 E San Andrea Street, Edinburg, TX, 78542",Enrique Guzman,No Phone Number Available
3030 Ashley Place,"3030 Ashley Place, Pharr, TX, 78577",Jenny Avellaneda,956-250-7556
Waterfront Townhouse-Needs updates,"100 Edgewater Dr, Livingston, TX, 77351",Amy Jones,936-363-1054
837 Heidrick Avenue,"837 Heidrick Avenue, Mercedes, TX, 78570",Margiee Fender,808-202-7878
1219 W Carmen Avenue,"1219 W Carmen Avenue, Edinburg, TX, 78541",Rebeca Bermudez,956-328-8473
308 Retama Lane,"308 Retama Lane, Weslaco, TX, 78596",Cynthia Landin,No Phone Number Available
417 Rusk Ave,"417 Rusk Ave, Wells, TX, 75976",Kaylee Sullivan,936-671-9668
1490 J and E Street,"1490 J and E Street, Hidalgo, TX, 78557",Claudia Cantu,No Phone Number Available
1308 Shavano Drive,"1308 Shavano Drive, Edinburg, TX, 78541",Emiliano Perez,No Phone Number Available
1825 Bonham Street,"1825 Bonham St, Paris, TX, 75460",Daniel Segreto,214-566-9052
1312 Beech Avenue,"1312 Beech Avenue, McAllen, TX, 78501",Tomas Vela,No Phone Number Available
2200 Kendlewood Avenue,"2200 Kendlewood Avenue, McAllen, TX, 78501",Pedro Guardiola,No Phone Number Available
FM 1484 - Conroe,"10929 FM 1484 Rd, Conroe, TX, 77303",Oscar Martinez,715-579-2906
2206 Kimberly Lane,"2206 Kimberly Lane, Edinburg, TX, 78539",Sameer Suresh,956-225-7062
1014 S Cedarwood Drive S,"1014 S Cedarwood Drive S, Rio Grande City, TX, 78582",Michael Ramey,No Phone Number Available
1414 S Michigan Street,"1414 S Michigan Street, Alton, TX, 78573",Alberto Sanchez Vega,956-215-1125
403 Terrell Ave,"403 Terrell Ave, San Antonio, TX, 78214",Andrew Phillips,512-357-1776
1710 Cyndy Avenue,"1710 Cyndy Avenue, Mission, TX, 78574",Marvin Mendoza,No Phone Number Available
806 A&B Walnut Avenue,"806 A&B Walnut Avenue, McAllen, TX, 78501",Irene Uribe Manrique de Lara,No Phone Number Available
1208 S Diplomat Drive,"1208 S Diplomat Drive, Pharr, TX, 78577",Janet Wallace,No Phone Number Available
313 N 40th Street,"313 N 40th Street, McAllen, TX, 78501",Darien Hernandez,No Phone Number Available
Canfield Street Duplexes,"600 Canfield St, Gladewater, TX, 75647",Adam Mack,903-806-1000
2011 Villa Linda Avenue,"2011 Villa Linda Avenue, Edinburg, TX, 78539",Brenda Ochoa,956-648-5700
2000 Circle Drive #14,"2000 Circle Drive, Mission, TX, 78572",Karen Carreno,956-328-0000
220 W Albatross Avenue,"220 W Albatross Avenue, Pharr, TX, 78577",Rebeca Bermudez,956-328-8473
A&A Auto Parts + A&A Ballroom,"119 S Commerce St, Dilley, TX, 78017",Julius F. Zatopek III,830-515-4560
400 Retama Lane,"400 Retama Lane, Weslaco, TX, 78596",Cynthia Landin,No Phone Number Available
Vintage Townhomes,"3501 Aaron Pl, Lantana, TX, 76226",John Withers,940-390-6235
Children's Academy,"US- 90 Alt, Richmond, TX, 77406",Sara Shah,346-634-6499
2106 Taxco Court,"2106 Taxco Court, Edinburg, TX, 78542",Jesus De Leon,No Phone Number Available
119/121 Smith,"119 S Smith St, Pleasanton, TX, 78064",Betty Kirkpatrick,210-887-8408
2101 New Combes Road,"2101 New Combes Road, Harlingen, TX, 78550",Angela Ramirez,956-648-9657
116 Marian Street,"116 Marian Ave, Baytown, TX, 77520",Jijimon John,832-818-8383
7102 Mile 22 1/2 Road,"7102 Mile 22 1/2 Road, Edinburg, TX, 78542",Mirtha Trevino Flores,No Phone Number Available
1810 Norma Lane,"1810 Norma Lane, Edinburg, TX, 78539",Cesar Felix,956-648-2918
186 Benwood Road,"186 Benwood Road, Rio Grande City, TX, 78582",Olga Arriaga,956-827-5025
912 N 29th Street,"912 N 29th Street, McAllen, TX, 78501",Aprillynn Sanchez,No Phone Number Available
2108 Redbud Lane,"2108 Redbud Lane, Weslaco, TX, 78596",Claudia Reyes,956-616-1366
413 N Main Street,"413 N Main Street, Donna, TX, 78537",Samantha Reynoso,956-310-8868
7600 John W. Carpenter Fwy,"7600 John W. Carpenter Fwy, Dallas, TX, 75247",J. Scott Lake,214-526-3626
201 & 203 N 8th Street W,"201 & 203 N 8th Street W, Donna, TX, 78537",Annette Wilson,No Phone Number Available
XSpace - Unit 302,"4229 North FM 620, Austin, TX, 78734",Howard Ecker,No Phone Number Available
131 Las Palmas Street,"131 Las Palmas Street, San Benito, TX, 78586",Benjamin Cantwell,No Phone Number Available
3007 Linda Vista Street,"3007 Linda Vista Street, Edinburg, TX, 78542",Rebeca Bermudez,956-328-8473
201 N Linares Street,"201 N Linares Street, Alton, TX, 78573",Carina Veale,956-897-0070
1001 Clarence Street,"1001 Clarence Street, Edinburg, TX, 78539",Linda Gallardo,No Phone Number Available
907 N Clarence Avenue,"907 N Clarence Avenue, Edinburg, TX, 78541",Jennifer Cantu,No Phone Number Available
1902 Dogwood Street,"1902 Dogwood Street, Penitas, TX, 78576",Gladys Ramos,No Phone Number Available
313 Elida Street,"313 Elida Street, Palmhurst, TX, 78573",Jorge Meza,No Phone Number Available
2103 Casey Drive,"2103 Casey Drive, Pharr, TX, 78577",Andrew Rigney,No Phone Number Available
3106 Sabercat Avenue,"3106 Sabercat Avenue, Edinburg, TX, 78542",Sathish Thandale,No Phone Number Available
303 S Avasolo Street,"303 S Avasolo Street, Rio Grande City, TX, 78582",Michelle Zarate,No Phone Number Available
4 Plex -1305 Mills,"1305 Mill St, Gainesville, TX, 76240",Marilyn Williams,817-896-0968
214 W Albatross Avenue,"214 W Albatross Avenue, Pharr, TX, 78577",Rebeca Bermudez,956-328-8473
The Milky Way,"1619 Main St, Junction, TX, 76849",Jeremy Rushing,830-929-5224
283 Nicolas Lopez Street,"283 Nicolas Lopez Street, Alto Bonito, TX, 78582",Jesus Gonzalez,No Phone Number Available
1503 W Heritage Drive W,"1503 W Heritage Drive W, Pharr, TX, 78577",Abiel De La Torre,No Phone Number Available
2809 Alpha Road,"2809 Alpha Road, Weslaco, TX, 78599",Elva Cervantes,No Phone Number Available
Dallas - 1813 W. Commerce St.,"1813 W Commerce St, Dallas, TX, 75208",J. Scott Lake,214-526-3626
1403 Marcela Drive,"1403 Marcela Drive, Weslaco, TX, 78599",Gregorio (Beto) Resendez,No Phone Number Available
3205 W CUTHBERT SHOPPING CENTER,"3205 W Cuthbert Ave, Midland, TX, 79701",Hussam(Sam) Issa,214-535-8871
Gracelyn RV Park,"501 S Byrd St, Crane, TX, 79731",Cuyler Crum,No Phone Number Available
1207 Prosperity Drive,"1207 Prosperity Drive, Edinburg, TX, 78541",Joe Ramirez,No Phone Number Available
294 W Venus Street,"294 W Venus Street, Rio Grande City, TX, 78582",Javier Canales,No Phone Number Available
2103 Taxco Court,"2103 Taxco Court, Edinburg, TX, 78542",Elena Thomson,956-802-2838
2905 Charlie Road,"2905 Charlie Road, Weslaco, TX, 78596",Jisella Ortiz,956-862-2964
2207 Candlelight Lane,"2207 Candlelight Lane, Edinburg, TX, 78541",Haydee Liliana Cavazos,No Phone Number Available
3012 W Driftwood Street W,"3012 W Driftwood Street W, Edinburg, TX, 78541",Elizabeth Gomez,No Phone Number Available
"Big Country Beverages, LLC","1002A E Hall St, Bangs, TX, 76823",Nancy Gathright,325-200-9171
1428 W Harrison Avenue,"1428 W Harrison Avenue, Alton, TX, 78573",Allyza Trevino,No Phone Number Available
1514 Playa Drive,"1514 Playa Drive, Weslaco, TX, 78596",Claudia Hortencia Perez Maldonado,No Phone Number Available
912 W Kohala Avenue,"912 W Kohala Avenue, Alton, TX, 78573",Rebeca Bermudez,956-328-8473
Elmendorf Triplex,"1522 S Elmendorf St, San Antonio, TX, 78207",Marc Longoria,210-262-7815
1106 Copper Avenue,"1106 Copper Lane, San Juan, TX, 78589",Brenda Martinez,No Phone Number Available
1006 Plum St,"1006 Plum St, Winnsboro, TX, 75494",Rusty Lowe,903-782-4010
1620 W Samano Street,"1620 W Samano Street, Edinburg, TX, 78539",Rebeca Bermudez,956-328-8473
2408 Moonlight Lane,"2408 Moonlight Lane, Edinburg, TX, 78541",Alejandro Espinosa,956-994-0500
"27949 U.S. 69, Rusk, TX, USA","27949 US-69, Rusk, TX, 75785",Pine Curtain Real Estate,903-721-6570
132 Mckinney Street,"132 Mckinney Street, Farmersville, TX, 75442",Tonya Mercer,972-782-6331
600 Brito Lane,"600 Brito Lane, Weslaco, TX, 78596",Jesus Gonzalez,No Phone Number Available
2516 Jeffery Drive,"2516 Jeffery Drive, Edinburg, TX, 78542",Miguel A. Vargas,956-560-8245
2.5 Acres on Horseshoe Bend,"14200 Horseshoe Bend, Conroe, TX, 77384",Diana Gaines,281-367-2220
909 N Maryland Street,"909 N Maryland Street, Mission, TX, 78573",Delfino Cervantes,No Phone Number Available
1208 N Aryana Avenue,"1208 N Aryana Avenue, Edinburg, TX, 78541",Irene Uribe Manrique de Lara,No Phone Number Available
3127 Regal Drive,"3127 Regal Drive, Edinburg, TX, 78539",Leopoldo (Polo) Vazquez,No Phone Number Available
610 Buccaneer Drive,"610 Buccaneer Drive, Hidalgo, TX, 78557",Ariana Torres,No Phone Number Available
2413 N Mojave Street,"2413 N Mojave Street, Edinburg, TX, 78541",Jose Ramirez,No Phone Number Available
903 Lexington Circle,"903 Lexington Circle, Edinburg, TX, 78539",Ruben Cepeda,No Phone Number Available
2000 Circle Drive,"2000 Circle Drive, Mission, TX, 78572",Karen Carreno,956-328-0000
3085 Briggs Road,"3085 Briggs Road, Weslaco, TX, 78596",Maryah Lopez,No Phone Number Available
Hayes Rd. RV Park,"533 Hayes Rd, Mineral Wells, TX, 76067",Marty Logan,940-325-9144
Chartier Wine and Coffee Bar,"206 Main St, Naples, TX, 75568",Connie Fleming,903-920-4243
Lorena Rd & Hwy 84,"Lorena Rd & Hwy 84, McGregor, TX, 76657",Randy Reid,254-752-9500
Victory Nail Lounge,"12455 Eldorado Pkwy, Frisco, TX, 75035",Truc Hoang,682-209-5279
2305 Kimberly Lane,"2305 Kimberly Lane, Edinburg, TX, 78541",Ronnie Ontiveros,956-628-4663
1303 Marcela Drive,"1303 Marcela Drive, Weslaco, TX, 78599",Gregorio (Beto) Resendez,No Phone Number Available
33 Delta Road,"2900 Delta Road, Weslaco, TX, 78596",Jisella Ortiz,956-862-2964
1409 S commerce St. Wills Point TX,"1409 W South Commerce St, Wills Point, TX, 75169",Ashley Murdock,214-232-8042
VFW,"1301 E VFW Ln, Odessa, TX, 79762",Donavon Earl,432-230-3432
3008 E Diamondhead Avenue,"3008 E Diamondhead Avenue, Alton, TX, 78573",Adrian Gomez,No Phone Number Available
1204 Tyler St.,"1204 Tyler St., Brownsville, TX, 78520",Elena Olivo,956-455-9696
Lugar del Paraiso,"2511 S Hwy 35, Alvin, TX, 77511",Bill Burge,713-817-2128
3021 Briggs Road,"3021 Briggs Road, Weslaco, TX, 78596",Manny De Leon,No Phone Number Available
Duplex in Central Austin,"6100 Calmar Cove, Austin, TX, 78721",Eric Clifft,512-820-5197
"1314 N 15th Street, Waco, Texas 76707","1314 N 15th Street, Waco, TX, 76707",Shane Turner,254-640-2365
1804 S Linden Street,"1804 S Linden Street, Pharr, TX, 78577",Ann Anderson,No Phone Number Available
3905 Hawthorne Avenue,"3905 Hawthorne Avenue, Edinburg, TX, 78539",Ann Anderson,No Phone Number Available
"000 Bonham Street Paris, TX 75460","000 Bonham Street, Paris, 75460",Karen Marsh,No Phone Number Available
3398 County Road 147,"3398 Co Rd 147, Brownwood, TX, 76801",Christina Norman,325-721-3978
1205 S Showers Road,"1205 Showers Road, Palmview, TX, 78572",Ulysses Bautista,No Phone Number Available
612 Oriole Road,"612 Oriole Road, Weslaco, TX, 78596",Sabita Mahtani,956-371-3393
2605 Israel Avenue,"2605 E Israel Avenue, Alton, TX, 78572",Cesar Felix,956-648-2918
Grill,"143 W Dale St, Winters, TX, 79567",Jadyn Harris,409-621-6463
11162 Business 77,"11162 Business 77, Raymondville, TX, 78580",Ronnie Ontiveros,956-628-4663
124 W 14th Street,"124 W 14th Street, Brownsville, TX, 78520",Patrick Harris,No Phone Number Available
700 N Alexandrite Avenue,"700 N Alexandrite Avenue, Edinburg, TX, 78541",Gema Hernandez,956-708-4014
300 N Coyote Boulevard,"300 N Coyote Boulevard, La Joya, TX, 78560",Laura Macias,956-207-0301
Shops with living quarters.,"10317 US Hwy 67, San Angelo, TX, 76904",Kim Kelley,325-262-5626
Red White and Brew,"12108 TX-21, Midway, TX, 75852",Myka Allen-Johnson,512-585-3703
906 E Van Week Street,"906 E Van Week Street, Edinburg, TX, 78541",Leah Vargas,No Phone Number Available
320 W Albatross Avenue,"320 W Albatross Avenue, Pharr, TX, 78577",Rebeca Bermudez,956-328-8473
Ayer's Resort at Lake Fork,"3361 FM 17, Alba, TX, 75410",Luke Watkins,972-784-0718
2110 De Leon Street,"2110 De Leon Street, Donna, TX, 78537",Nancy S Aguilar,No Phone Number Available
201 W St. Helena Avenue,"201 W St. Helena Avenue, Edinburg, TX, 78541",Avinaash Buxani,956-949-9337
Fields West,"Fields Parkway & Dallas North Tollway, Frisco, TX, 75034",Rand W. Horowitz,214-960-4545
Sanders Plumbing,"1819 S Chestnut St, Lampasas, TX, 76550",Abe & Leah Caruthers,512-627-6670
3302 Wolf Creek Avenue,"3302 Wolf Creek Avenue, McAllen, TX, 78504",Emiliano Perez,No Phone Number Available
210 W Gardenia Street,"210 W Gardenia Street, South Padre Island, TX, 78597",Ronnie Esparza,956-777-8859
Smoke Shop Business for Sale,"State Hwy 121, Carrollton, TX, 75010",Sara Shah,346-634-6499
3806 W Faith Hill Street,"3806 W Faith Hill Street, Edinburg, TX, 78541",Sydney Jones,No Phone Number Available
3716 Valeria Street,"3716 Valeria Street, Edinburg, TX, 78541",Cynthia Landin,No Phone Number Available
2112 Redbud Lane,"2112 Redbud Lane, Weslaco, TX, 78596",Claudia Reyes,956-616-1366
"3851 11th Avenue, Port Arthur, TX 77642","3851 11th Ave, Port Arthur, TX, 77642",Rita Zarghami,832-818-7583
1011 Starr Street,"1011 Starr Street, Mercedes, TX, 78570",Emiliano Perez,No Phone Number Available
Affordable Flex Space - no zoning,"1951 US 190, Woodville, TX, 75979",Terri Beight,281-250-1197
1609 Coyote,"1609 Coyote Hills, Edinburg, TX, 78541",Alejandro Ramirez Salinas,No Phone Number Available
501 N 35th Street,"501 N 35th Street, McAllen, TX, 78501",Miguel A. Vargas,956-560-8245
Danville property package,"606 N DANVILLE ST, Willis, TX, 77378",Maloree Reed,409-382-5244
"COFFEE SHOP FOR SALE (HOUSTON, TX 77036)","9393 Bellaire Blvd, Houston, TX, 77036",Lisa Au,832-794-4515
Jesse's Drive In! 40+ YR Business on US Highway!,"1504 S Oak Ave, Mineral Wells, TX, 76067",Jenna Sims,940-327-7030
3521 S Dominique Drive,"3521 S Dominique Drive, Pharr, TX, 78577",Irene Uribe Manrique de Lara,No Phone Number Available
2206 Taxco Court,"2206 Taxco Court, Edinburg, TX, 78542",Marcelo Flores,No Phone Number Available
The Sterling Mansion,"4515 Yoakum Blvd, Houston, TX, 77006",Kristen Mcdade,713-331-1796
905 N 6th Avenue,"905 N 6th Avenue, Edinburg, TX, 78541",Martha Segura,No Phone Number Available
3105 N Hoehn Road,"3105 N Hoehn Road, Edinburg, TX, 78541",Rebeca Bermudez,956-328-8473
8014 N Lopez Street,"8014 N Lopez Street, Rio Grande City, TX, 78582",Rebeca Bermudez,956-328-8473
860 Florida Avenue,"860 Florida Avenue, Mercedes, TX, 78570",Ramiro Ramirez,No Phone Number Available
902 Ozaka Street,"902 Ozaka Street, Roma, TX, 78584",Hugo Alaniz,956-821-6170
5800 Nightingale Avenue,"5800 Nightingale Avenue, McAllen, TX, 78501",Amalia Benson,No Phone Number Available
606 Buccaneer Drive,"606 Buccaneer Drive, Hidalgo, TX, 78557",Ariana Torres,No Phone Number Available
1101 E Rio Grande Avenue,"1101 E Rio Grande Ave, El Paso, TX, 79902",MIke Santamaria,915-494-5154
902 W 8th Street,"902 W 8th Street, Mission, TX, 78572",Carina Veale,956-897-0070
208 San Vicente Drive,"208 San Vicente Drive, Alamo, TX, 78516",Jesus Gonzalez,No Phone Number Available
1304 W Heritage Drive,"1304 W Heritage Drive, Pharr, TX, 78577",Norma Elizondo,No Phone Number Available
424 W Chavez Street,"424 W Chavez Street, Edinburg, TX, 78541",Connie Uribe,956-908-0325
1612 Tampa Street,"1612 Tampa Street, Edinburg, TX, 78541",Christopher Garcia,No Phone Number Available
2429 Summit Road,"2429 Summit Road, La Feria, TX, 78559",Benjamin Cantwell,No Phone Number Available
Smoke Shop Crystal Beach Texas,"1920 TX-87, Bolivar Peninsula, TX, 77650",Sterling Bond,713-817-9133
7571 Alameda Ave,"7571 Alameda Ave, El Paso, TX, 79915",Sara Bagby,915-346-6162
300 W Amy Drive W,"300 W Amy Drive W, San Juan, TX, 78589",Frank Escobedo,No Phone Number Available
609 N St. Marie Avenue,"609 N St. Marie Avenue, Mission, TX, 78574",Jesus Gonzalez,No Phone Number Available
Port Bolivar Storage,"1426 Nelson Ave, Port Bolivar, TX, 77650",Valerie Gil,713-373-7800
221 W Albatross Avenue,"221 W Albatross Avenue, Pharr, TX, 78577",Rebeca Bermudez,956-328-8473
1401 Beverly Avenue,"1401 Beverly Avenue, Weslaco, TX, 78596",Rudy Sanchez,No Phone Number Available
1602 S St Mary's Apartments,"1602 S St Mary's St, San Antonio, TX, 78210",Gabriel Garcia,210-296-3633
Taqueria Restaurant,"1725 S First St, Garland, TX, 75040",Ari Besefki,214-662-1941
1200 E Daffodil Avenue,"1200 E Daffodil Avenue, McAllen, TX, 78501",YANETT RODRIGUEZ,956-522-8213
3417 N Kenyon Road,"3417 N Kenyon Road, Edinburg, TX, 78542",Zoe Cantu,No Phone Number Available
2805 Larkspur Avenue,"2805 Larkspur Avenue, Edinburg, TX, 78541",Roy Vela,956-270-2432
1212 Chapin Street,"1212 Chapin Street, Edinburg, TX, 78541",Diana Mireya,No Phone Number Available
1212 N Aryana Avenue,"1212 N Aryana Avenue, Edinburg, TX, 78541",Irene Uribe Manrique de Lara,No Phone Number Available
1412 E Keeton Avenue,"1412 E Keeton Avenue, McAllen, TX, 78503",Sathish Thandale,No Phone Number Available
1803 W Ramirez Street,"1803 W Ramirez Street, Mission, TX, 78572",Daniel Chapa,956-271-2600
1716 Belinda Drive,"1716 Belinda Drive, Weslaco, TX, 78599",Bernardo Trevino,No Phone Number Available
1230 Valle Vista Street,"1230 Valle Vista Street, Alamo, TX, 78589",Rudy Sanchez,No Phone Number Available
212 2nd Street,"212 2nd Street, La Joya, TX, 78560",Samantha Jimenez,No Phone Number Available
910 Avenue J,"910 Avenue J, Huntsville, TX, 77320",Kevin Markham,936-295-5989
